punk_id,accessories,type,clean_accessories,neighbors,neighbors_clean
8734,"['Bandana', 'Eye Mask', 'Normal Beard Black']",male,male 'bandana' 'eye mask' 'normal beard black',"[[5936, 0.8868], [9737, 0.8234], [360, 0.8222], [5989, 0.8222], [7192, 0.8222], [9847, 0.8222], [9624, 0.7797], [6166, 0.7602], [8068, 0.7594], [5878, 0.7566]]","[[5936, 0.8868], [9737, 0.8234], [360, 0.8222], [5989, 0.8222], [7192, 0.8222], [9847, 0.8222], [9624, 0.7797], [6166, 0.7602], [8068, 0.7594], [5878, 0.7566]]"
8735,"['Cap', 'Mustache']",male,male 'cap' 'mustache',"[[5141, 1.0], [6238, 1.0], [1538, 0.9215], [5558, 0.9215], [1809, 0.8627], [9453, 0.8627], [7235, 0.8396], [8371, 0.8396], [2824, 0.8071], [4053, 0.8071]]","[[5141, 1.0], [6238, 1.0], [1538, 0.9215], [5558, 0.9215], [1809, 0.8627], [9453, 0.8627], [7235, 0.8396], [8371, 0.8396], [2824, 0.8071], [4053, 0.8071]]"
8736,"['Messy Hair', 'Nerd Glasses']",female,female 'messy hair' 'nerd glasses',"[[1161, 1.0], [5005, 1.0], [4682, 0.9453], [674, 0.9362], [803, 0.9362], [3611, 0.9362], [7642, 0.9362], [1138, 0.9015], [6278, 0.9015], [4270, 0.8569]]","[[1161, 1.0], [5005, 1.0], [4682, 0.9453], [674, 0.9362], [803, 0.9362], [3611, 0.9362], [7642, 0.9362], [1138, 0.9015], [6278, 0.9015], [4270, 0.8569]]"
8737,"['Shadow Beard', 'Vape', 'Mohawk Dark']",male,male 'shadow beard' 'vape' 'mohawk dark',"[[2480, 0.8556], [9208, 0.8165], [887, 0.7999], [2771, 0.7999], [6258, 0.7999], [1176, 0.7962], [74, 0.7447], [1137, 0.7447], [4871, 0.7447], [652, 0.7429]]","[[2480, 0.8556], [9208, 0.8165], [887, 0.7999], [2771, 0.7999], [6258, 0.7999], [1176, 0.7962], [74, 0.7447], [1137, 0.7447], [4871, 0.7447], [652, 0.7429]]"
8738,"['Beanie', 'Clown Eyes Green']",male,male 'beanie' 'clown eyes green',"[[344, 0.7412], [1903, 0.7412], [2964, 0.7412], [6472, 0.6962], [8562, 0.6962], [9246, 0.6924], [8146, 0.6608], [9588, 0.6492], [9703, 0.6443], [4817, 0.6378]]","[[344, 0.7412], [1903, 0.7412], [2964, 0.7412], [6472, 0.6962], [8562, 0.6962], [9246, 0.6924], [8146, 0.6608], [9588, 0.6492], [9703, 0.6443], [4817, 0.6378]]"
8739,"['Messy Hair', 'Regular Shades']",male,male 'messy hair' 'regular shades',"[[4991, 1.0], [7117, 1.0], [8185, 1.0], [3128, 0.9422], [3238, 0.9422], [4523, 0.9422], [8451, 0.9422], [4626, 0.9346], [5636, 0.9346], [6023, 0.8822]]","[[4991, 1.0], [7117, 1.0], [8185, 1.0], [3128, 0.9422], [3238, 0.9422], [4523, 0.9422], [8451, 0.9422], [4626, 0.9346], [5636, 0.9346], [6023, 0.8822]]"
8740,"['Mohawk Thin', 'Earring', 'Eye Patch']",male,male 'mohawk thin' 'earring' 'eye patch',"[[3213, 1.0], [1012, 0.9493], [1334, 0.9493], [9075, 0.9493], [289, 0.8952], [2328, 0.8952], [8656, 0.8952], [3349, 0.8554], [6112, 0.8546], [8648, 0.8436]]","[[3213, 1.0], [1012, 0.9493], [1334, 0.9493], [9075, 0.9493], [289, 0.8952], [2328, 0.8952], [8656, 0.8952], [3349, 0.8554], [6112, 0.8546], [8648, 0.8436]]"
8741,"['Police Cap', 'Earring', 'Horned Rim Glasses', 'Normal Beard']",male,male 'police cap' 'earring' 'horned rim glasses' 'normal beard',"[[9665, 0.8896], [1167, 0.8574], [2223, 0.8574], [5806, 0.8574], [6851, 0.8574], [3945, 0.8429], [9687, 0.8429], [6601, 0.8204], [2009, 0.7833], [3097, 0.7833]]","[[9665, 0.8896], [1167, 0.8574], [2223, 0.8574], [5806, 0.8574], [6851, 0.8574], [3945, 0.8429], [9687, 0.8429], [6601, 0.8204], [2009, 0.7833], [3097, 0.7833]]"
8742,"['Eye Mask', 'Cigarette']",female,female 'eye mask' 'cigarette',"[[7974, 0.833], [5064, 0.8071], [2320, 0.7718], [7565, 0.7718], [3223, 0.7638], [2145, 0.7434], [6179, 0.741], [8480, 0.7386], [963, 0.7332], [2316, 0.7332]]","[[7974, 0.833], [5064, 0.8071], [2320, 0.7718], [7565, 0.7718], [3223, 0.7638], [2145, 0.7434], [6179, 0.741], [8480, 0.7386], [963, 0.7332], [2316, 0.7332]]"
8743,"['Clown Eyes Blue', 'Clown Hair Green']",male,male 'clown eyes blue' 'clown hair green',"[[4515, 0.9653], [7395, 0.9352], [1864, 0.928], [9588, 0.8722], [1562, 0.8481], [2488, 0.8431], [2997, 0.8431], [5775, 0.8431], [8411, 0.8431], [9246, 0.839]]","[[4515, 0.9653], [7395, 0.9352], [1864, 0.928], [9588, 0.8722], [1562, 0.8481], [2488, 0.8431], [2997, 0.8431], [5775, 0.8431], [8411, 0.8431], [9246, 0.839]]"
8744,"['Horned Rim Glasses', 'Clown Hair Green']",female,female 'horned rim glasses' 'clown hair green',"[[2326, 0.9564], [3208, 0.9564], [3921, 0.9564], [6443, 0.9564], [3316, 0.8629], [8661, 0.8629], [1372, 0.7418], [2206, 0.7418], [7589, 0.7418], [6823, 0.7377]]","[[2326, 0.9564], [3208, 0.9564], [3921, 0.9564], [6443, 0.9564], [3316, 0.8629], [8661, 0.8629], [1372, 0.7418], [2206, 0.7418], [7589, 0.7418], [6823, 0.7377]]"
8745,"['Black Lipstick', 'Purple Eye Shadow', 'Straight Hair Blonde']",female,female 'black lipstick' 'purple eye shadow' 'straight hair blonde',"[[6263, 0.9091], [8939, 0.9091], [333, 0.8901], [5431, 0.8901], [1906, 0.8869], [7413, 0.8869], [8149, 0.8869], [2454, 0.8617], [279, 0.8547], [3201, 0.8547]]","[[6263, 0.9091], [8939, 0.9091], [333, 0.8901], [5431, 0.8901], [1906, 0.8869], [7413, 0.8869], [8149, 0.8869], [2454, 0.8617], [279, 0.8547], [3201, 0.8547]]"
8746,"['Tassle Hat', 'Clown Eyes Green', 'Hot Lipstick']",female,female 'tassle hat' 'clown eyes green' 'hot lipstick',"[[580, 0.8931], [5652, 0.8931], [5977, 0.8931], [857, 0.8785], [5666, 0.8744], [2467, 0.8693], [3333, 0.8625], [4767, 0.8536], [6144, 0.8457], [7719, 0.8366]]","[[580, 0.8931], [5652, 0.8931], [5977, 0.8931], [857, 0.8785], [5666, 0.8744], [2467, 0.8693], [3333, 0.8625], [4767, 0.8536], [6144, 0.8457], [7719, 0.8366]]"
8747,"['Blue Eye Shadow', 'Purple Lipstick', 'Straight Hair Dark']",female,female 'blue eye shadow' 'purple lipstick' 'straight hair dark',"[[6116, 0.9401], [7853, 0.9327], [1937, 0.8983], [1907, 0.8947], [6158, 0.8907], [8986, 0.8907], [9327, 0.8907], [7380, 0.8699], [5844, 0.8687], [9995, 0.8687]]","[[6116, 0.9401], [7853, 0.9327], [1937, 0.8983], [1907, 0.8947], [6158, 0.8907], [8986, 0.8907], [9327, 0.8907], [7380, 0.8699], [5844, 0.8687], [9995, 0.8687]]"
8748,"['Mustache', 'Rosy Cheeks', 'Headband']",male,male 'mustache' 'rosy cheeks' 'headband',"[[7571, 0.8882], [4387, 0.8586], [4505, 0.8568], [5410, 0.8049], [6976, 0.7711], [3136, 0.7554], [9145, 0.7407], [8000, 0.739], [7297, 0.7294], [3182, 0.7239]]","[[7571, 0.8882], [4387, 0.8586], [4505, 0.8568], [5410, 0.8049], [6976, 0.7711], [3136, 0.7554], [9145, 0.7407], [8000, 0.739], [7297, 0.7294], [3182, 0.7239]]"
8749,"['Clown Nose', 'Frumpy Hair', 'Cigarette']",female,female 'clown nose' 'frumpy hair' 'cigarette',"[[1997, 0.9561], [7989, 0.8688], [9918, 0.8688], [4351, 0.8047], [7228, 0.7999], [8087, 0.7695], [2955, 0.7382], [1382, 0.7303], [2305, 0.7194], [4134, 0.7194]]","[[1997, 0.9561], [7989, 0.8688], [9918, 0.8688], [4351, 0.8047], [7228, 0.7999], [8087, 0.7695], [2955, 0.7382], [1382, 0.7303], [2305, 0.7194], [4134, 0.7194]]"
8750,"['Orange Side', 'Black Lipstick', 'Rosy Cheeks']",female,female 'orange side' 'black lipstick' 'rosy cheeks',"[[9648, 0.9171], [3263, 0.7879], [8392, 0.7879], [9151, 0.7879], [3267, 0.7647], [249, 0.7061], [2646, 0.7061], [2800, 0.7061], [4619, 0.7061], [944, 0.6941]]","[[9648, 0.9171], [3263, 0.7879], [8392, 0.7879], [9151, 0.7879], [3267, 0.7647], [249, 0.7061], [2646, 0.7061], [2800, 0.7061], [4619, 0.7061], [944, 0.6941]]"
8751,"['Normal Beard', 'Do-rag']",male,male 'normal beard' 'do rag',"[[365, 1.0], [4197, 1.0], [9567, 0.9579], [1916, 0.9206], [6555, 0.9206], [5259, 0.8874], [7430, 0.8765], [6849, 0.8546], [3624, 0.8494], [6, 0.8166]]","[[365, 1.0], [4197, 1.0], [9567, 0.9579], [1916, 0.9206], [6555, 0.9206], [5259, 0.8874], [7430, 0.8765], [6849, 0.8546], [3624, 0.8494], [6, 0.8166]]"
8752,"['Beanie', 'Regular Shades']",male,male 'beanie' 'regular shades',"[[8620, 1.0], [9991, 0.8467], [344, 0.8111], [1903, 0.8111], [2964, 0.8111], [6472, 0.7619], [8562, 0.7619], [7407, 0.7616], [8146, 0.7232], [3281, 0.7188]]","[[8620, 1.0], [9991, 0.8467], [344, 0.8111], [1903, 0.8111], [2964, 0.8111], [6472, 0.7619], [8562, 0.7619], [7407, 0.7616], [8146, 0.7232], [3281, 0.7188]]"
8753,"['Cap Forward', 'Buck Teeth', 'Front Beard Dark', 'Earring', 'Horned Rim Glasses']",male,male 'cap forward' 'buck teeth' 'front beard dark' 'earring' 'horned rim glasses',"[[6819, 0.7921], [8900, 0.7515], [7205, 0.7488], [5298, 0.7359], [6635, 0.7271], [3173, 0.722], [1016, 0.7117], [9764, 0.7081], [998, 0.7042], [9329, 0.6831]]","[[6819, 0.7921], [8900, 0.7515], [7205, 0.7488], [5298, 0.7359], [6635, 0.7271], [3173, 0.722], [1016, 0.7117], [9764, 0.7081], [998, 0.7042], [9329, 0.6831]]"
8754,"['Cap Forward', 'Mustache', 'Earring']",male,male 'cap forward' 'mustache' 'earring',"[[5128, 1.0], [1769, 0.9507], [6977, 0.9507], [2389, 0.8659], [2980, 0.8162], [720, 0.8101], [892, 0.8101], [2561, 0.8101], [3536, 0.8101], [5484, 0.8095]]","[[5128, 1.0], [1769, 0.9507], [6977, 0.9507], [2389, 0.8659], [2980, 0.8162], [720, 0.8101], [892, 0.8101], [2561, 0.8101], [3536, 0.8101], [5484, 0.8095]]"
8755,"['Horned Rim Glasses', 'Mohawk Thin']",female,female 'horned rim glasses' 'mohawk thin',"[[6506, 1.0], [1856, 0.9606], [7390, 0.9606], [2071, 0.9554], [4663, 0.9554], [7963, 0.9554], [6846, 0.917], [8876, 0.917], [3785, 0.8684], [9333, 0.8603]]","[[6506, 1.0], [1856, 0.9606], [7390, 0.9606], [2071, 0.9554], [4663, 0.9554], [7963, 0.9554], [6846, 0.917], [8876, 0.917], [3785, 0.8684], [9333, 0.8603]]"
8756,"['Peak Spike', 'Rosy Cheeks', 'Small Shades']",male,male 'peak spike' 'rosy cheeks' 'small shades',"[[370, 0.9582], [8036, 0.9209], [4457, 0.8936], [6494, 0.8936], [7539, 0.8109], [8677, 0.78], [3362, 0.7538], [6976, 0.7487], [228, 0.7365], [956, 0.7365]]","[[370, 0.9582], [8036, 0.9209], [4457, 0.8936], [6494, 0.8936], [7539, 0.8109], [8677, 0.78], [3362, 0.7538], [6976, 0.7487], [228, 0.7365], [956, 0.7365]]"
8757,"['Vape', 'Pigtails', 'Earring']",female,female 'vape' 'pigtails' 'earring',"[[490, 0.8141], [2016, 0.8141], [2422, 0.8141], [9058, 0.8141], [1232, 0.7555], [1237, 0.7555], [2312, 0.7555], [3060, 0.7555], [9081, 0.7228], [5721, 0.6978]]","[[490, 0.8141], [2016, 0.8141], [2422, 0.8141], [9058, 0.8141], [1232, 0.7555], [1237, 0.7555], [2312, 0.7555], [3060, 0.7555], [9081, 0.7228], [5721, 0.6978]]"
8758,"['Classic Shades', 'Earring', 'Mohawk Dark']",male,male 'classic shades' 'earring' 'mohawk dark',"[[1179, 0.9411], [4524, 0.9411], [9236, 0.9411], [1788, 0.884], [1829, 0.8783], [6588, 0.8783], [1948, 0.8731], [3205, 0.8452], [9221, 0.8419], [7857, 0.8173]]","[[1179, 0.9411], [4524, 0.9411], [9236, 0.9411], [1788, 0.884], [1829, 0.8783], [6588, 0.8783], [1948, 0.8731], [3205, 0.8452], [9221, 0.8419], [7857, 0.8173]]"
8759,"['Big Shades', 'Blonde Short', 'Earring']",female,female 'big shades' 'blonde short' 'earring',"[[4345, 0.9601], [8193, 0.8514], [498, 0.8489], [2118, 0.8489], [5778, 0.8489], [8020, 0.8424], [7336, 0.8028], [870, 0.8015], [929, 0.8015], [1086, 0.8015]]","[[4345, 0.9601], [8193, 0.8514], [498, 0.8489], [2118, 0.8489], [5778, 0.8489], [8020, 0.8424], [7336, 0.8028], [870, 0.8015], [929, 0.8015], [1086, 0.8015]]"
8760,"['Wild Blonde', 'Regular Shades', 'Purple Lipstick']",female,female 'wild blonde' 'regular shades' 'purple lipstick',"[[1038, 1.0], [1455, 0.9622], [4183, 0.8696], [4893, 0.8696], [5673, 0.8696], [244, 0.8579], [8421, 0.8579], [6377, 0.8361], [493, 0.8291], [672, 0.8291]]","[[1038, 1.0], [1455, 0.9622], [4183, 0.8696], [4893, 0.8696], [5673, 0.8696], [244, 0.8579], [8421, 0.8579], [6377, 0.8361], [493, 0.8291], [672, 0.8291]]"
8761,"['Cigarette', 'Cap', 'Front Beard Dark', 'Regular Shades']",male,male 'cigarette' 'cap' 'front beard dark' 'regular shades',"[[3843, 1.0], [781, 0.7718], [823, 0.7718], [9841, 0.7718], [6654, 0.758], [3847, 0.7572], [6167, 0.7562], [7950, 0.7522], [3473, 0.7509], [9106, 0.7365]]","[[3843, 1.0], [781, 0.7718], [823, 0.7718], [9841, 0.7718], [6654, 0.758], [3847, 0.7572], [6167, 0.7562], [7950, 0.7522], [3473, 0.7509], [9106, 0.7365]]"
8762,"['Handlebars', 'Mohawk Thin', 'Vape']",male,male 'handlebars' 'mohawk thin' 'vape',"[[630, 0.8363], [2791, 0.8363], [3530, 0.8363], [3901, 0.8337], [5773, 0.8337], [8238, 0.8337], [8197, 0.8277], [5641, 0.7913], [6384, 0.7913], [3255, 0.7885]]","[[630, 0.8363], [2791, 0.8363], [3530, 0.8363], [3901, 0.8337], [5773, 0.8337], [8238, 0.8337], [8197, 0.8277], [5641, 0.7913], [6384, 0.7913], [3255, 0.7885]]"
8763,"['Vape', 'Headband']",female,female 'vape' 'headband',"[[3319, 0.9274], [5163, 0.9274], [6833, 0.8684], [9898, 0.7959], [9199, 0.7566], [1680, 0.7554], [6349, 0.7513], [2421, 0.746], [7370, 0.7331], [4552, 0.7118]]","[[3319, 0.9274], [5163, 0.9274], [6833, 0.8684], [9898, 0.7959], [9199, 0.7566], [1680, 0.7554], [6349, 0.7513], [2421, 0.746], [7370, 0.7331], [4552, 0.7118]]"
8764,"['Pipe', 'Green Eye Shadow', 'Straight Hair']",female,female 'pipe' 'green eye shadow' 'straight hair',"[[1293, 0.9125], [352, 0.8573], [2022, 0.8573], [2591, 0.8573], [7915, 0.8154], [473, 0.7822], [5069, 0.7822], [5210, 0.7822], [8076, 0.7789], [6462, 0.775]]","[[1293, 0.9125], [352, 0.8573], [2022, 0.8573], [2591, 0.8573], [7915, 0.8154], [473, 0.7822], [5069, 0.7822], [5210, 0.7822], [8076, 0.7789], [6462, 0.775]]"
8765,"['Horned Rim Glasses', 'Straight Hair Dark']",female,female 'horned rim glasses' 'straight hair dark',"[[997, 1.0], [2710, 0.9639], [620, 0.9243], [2832, 0.9243], [5993, 0.888], [8514, 0.888], [1372, 0.8812], [2206, 0.8812], [7589, 0.8812], [3976, 0.8625]]","[[997, 1.0], [2710, 0.9639], [620, 0.9243], [2832, 0.9243], [5993, 0.888], [8514, 0.888], [1372, 0.8812], [2206, 0.8812], [7589, 0.8812], [3976, 0.8625]]"
8766,"['Pipe', 'Classic Shades', 'Blonde Bob']",female,female 'pipe' 'classic shades' 'blonde bob',"[[782, 0.8814], [1994, 0.8814], [3483, 0.8614], [6858, 0.8614], [8184, 0.8313], [3775, 0.7869], [9566, 0.7746], [4595, 0.7612], [7814, 0.7571], [96, 0.7203]]","[[782, 0.8814], [1994, 0.8814], [3483, 0.8614], [6858, 0.8614], [8184, 0.8313], [3775, 0.7869], [9566, 0.7746], [4595, 0.7612], [7814, 0.7571], [96, 0.7203]]"
8767,"['Wild White Hair', 'Horned Rim Glasses', 'Hot Lipstick', 'Earring']",female,female 'wild white hair' 'horned rim glasses' 'hot lipstick' 'earring',"[[1780, 0.8793], [7288, 0.8793], [3119, 0.8621], [4101, 0.8173], [326, 0.8093], [3293, 0.7885], [9034, 0.7802], [185, 0.7777], [1115, 0.7777], [7258, 0.7777]]","[[1780, 0.8793], [7288, 0.8793], [3119, 0.8621], [4101, 0.8173], [326, 0.8093], [3293, 0.7885], [9034, 0.7802], [185, 0.7777], [1115, 0.7777], [7258, 0.7777]]"
8768,"['Stringy Hair', 'Luxurious Beard', 'VR']",male,male 'stringy hair' 'luxurious beard' 'vr',"[[3369, 0.85], [7690, 0.85], [8104, 0.85], [9140, 0.85], [151, 0.7801], [8612, 0.7801], [771, 0.7702], [9209, 0.7692], [9528, 0.7692], [7453, 0.7658]]","[[3369, 0.85], [7690, 0.85], [8104, 0.85], [9140, 0.85], [151, 0.7801], [8612, 0.7801], [771, 0.7702], [9209, 0.7692], [9528, 0.7692], [7453, 0.7658]]"
8769,"['Mole', 'Mohawk Dark']",female,female 'mole' 'mohawk dark',"[[1672, 1.0], [9729, 1.0], [1569, 0.9308], [9902, 0.9171], [8945, 0.8511], [7678, 0.8397], [3338, 0.8194], [4195, 0.8194], [1900, 0.8184], [5222, 0.8184]]","[[1672, 1.0], [9729, 1.0], [1569, 0.9308], [9902, 0.9171], [8945, 0.8511], [7678, 0.8397], [3338, 0.8194], [4195, 0.8194], [1900, 0.8184], [5222, 0.8184]]"
8770,"['Normal Beard Black', 'Hoodie', 'Earring', 'Clown Eyes Green', 'Mole']",male,male 'normal beard black' 'hoodie' 'earring' 'clown eyes green' 'mole',"[[1653, 0.8786], [4668, 0.8402], [9469, 0.7834], [3022, 0.7278], [7156, 0.7278], [5402, 0.7192], [5537, 0.7162], [58, 0.7121], [364, 0.7121], [772, 0.7121]]","[[1653, 0.8786], [4668, 0.8402], [9469, 0.7834], [3022, 0.7278], [7156, 0.7278], [5402, 0.7192], [5537, 0.7162], [58, 0.7121], [364, 0.7121], [772, 0.7121]]"
8771,"['Straight Hair', 'Hot Lipstick', 'Classic Shades', 'Earring']",female,female 'straight hair' 'hot lipstick' 'classic shades' 'earring',"[[3628, 0.9602], [9550, 0.9329], [616, 0.8694], [7802, 0.8694], [5026, 0.8518], [5765, 0.8341], [1913, 0.8312], [3190, 0.8312], [1357, 0.8213], [1264, 0.8047]]","[[3628, 0.9602], [9550, 0.9329], [616, 0.8694], [7802, 0.8694], [5026, 0.8518], [5765, 0.8341], [1913, 0.8312], [3190, 0.8312], [1357, 0.8213], [1264, 0.8047]]"
8772,"['Front Beard', 'Frown', 'Hoodie', 'Small Shades']",male,male 'front beard' 'frown' 'hoodie' 'small shades',"[[6426, 0.8761], [1576, 0.7277], [3809, 0.7277], [4062, 0.7277], [5902, 0.7186], [2051, 0.704], [3309, 0.704], [3689, 0.7], [5101, 0.6933], [617, 0.6892]]","[[6426, 0.8761], [1576, 0.7277], [3809, 0.7277], [4062, 0.7277], [5902, 0.7186], [2051, 0.704], [3309, 0.704], [3689, 0.7], [5101, 0.6933], [617, 0.6892]]"
8773,"['Wild Hair', 'Earring', '3D Glasses', 'Cigarette']",female,female 'wild hair' 'earring' '3d glasses' 'cigarette',"[[5471, 0.9138], [7357, 0.9088], [553, 0.8659], [3007, 0.8132], [4659, 0.8132], [5627, 0.8132], [8365, 0.7937], [2274, 0.7838], [4218, 0.7743], [7022, 0.7667]]","[[5471, 0.9138], [7357, 0.9088], [553, 0.8659], [3007, 0.8132], [4659, 0.8132], [5627, 0.8132], [8365, 0.7937], [2274, 0.7838], [4218, 0.7743], [7022, 0.7667]]"
8774,"['Black Lipstick', 'Straight Hair', 'Earring', 'Cigarette']",female,female 'black lipstick' 'straight hair' 'earring' 'cigarette',"[[1984, 1.0], [4787, 0.9511], [8621, 0.9196], [6690, 0.8675], [1150, 0.8484], [1388, 0.8484], [1583, 0.8484], [1689, 0.8484], [2546, 0.8162], [9066, 0.8105]]","[[1984, 1.0], [4787, 0.9511], [8621, 0.9196], [6690, 0.8675], [1150, 0.8484], [1388, 0.8484], [1583, 0.8484], [1689, 0.8484], [2546, 0.8162], [9066, 0.8105]]"
8775,"['Pipe', 'Black Lipstick', 'Straight Hair']",female,female 'pipe' 'black lipstick' 'straight hair',"[[9820, 0.9228], [6462, 0.8417], [1150, 0.8291], [1388, 0.8291], [1583, 0.8291], [1689, 0.8291], [7010, 0.8153], [7532, 0.7432], [278, 0.7405], [637, 0.7405]]","[[9820, 0.9228], [6462, 0.8417], [1150, 0.8291], [1388, 0.8291], [1583, 0.8291], [1689, 0.8291], [7010, 0.8153], [7532, 0.7432], [278, 0.7405], [637, 0.7405]]"
8776,"['Green Eye Shadow', 'Straight Hair Blonde']",female,female 'green eye shadow' 'straight hair blonde',"[[383, 1.0], [3962, 1.0], [2454, 0.894], [352, 0.8861], [2022, 0.8861], [2591, 0.8861], [1293, 0.8828], [4093, 0.8802], [6752, 0.8802], [6216, 0.876]]","[[383, 1.0], [3962, 1.0], [2454, 0.894], [352, 0.8861], [2022, 0.8861], [2591, 0.8861], [1293, 0.8828], [4093, 0.8802], [6752, 0.8802], [6216, 0.876]]"
8777,"['Cigarette', 'Handlebars', 'Wild Hair']",male,male 'cigarette' 'handlebars' 'wild hair',"[[1565, 0.8869], [8668, 0.8869], [9873, 0.8869], [6783, 0.8305], [5309, 0.7677], [5470, 0.7677], [2378, 0.7661], [6176, 0.7312], [3952, 0.7255], [3683, 0.7233]]","[[1565, 0.8869], [8668, 0.8869], [9873, 0.8869], [6783, 0.8305], [5309, 0.7677], [5470, 0.7677], [2378, 0.7661], [6176, 0.7312], [3952, 0.7255], [3683, 0.7233]]"
8778,"['Frumpy Hair', 'Earring', 'Horned Rim Glasses']",male,male 'frumpy hair' 'earring' 'horned rim glasses',"[[7274, 1.0], [1905, 0.9572], [7315, 0.9572], [7081, 0.9117], [1366, 0.9022], [4879, 0.8824], [622, 0.8791], [7781, 0.8564], [1336, 0.824], [3181, 0.824]]","[[7274, 1.0], [1905, 0.9572], [7315, 0.9572], [7081, 0.9117], [1366, 0.9022], [4879, 0.8824], [622, 0.8791], [7781, 0.8564], [1336, 0.824], [3181, 0.824]]"
8779,"['Tiara', 'Clown Eyes Blue']",female,female 'tiara' 'clown eyes blue',"[[2601, 1.0], [7601, 1.0], [6932, 0.9654], [8994, 0.936], [7138, 0.9046], [116, 0.8748], [7535, 0.8313], [9339, 0.74], [744, 0.7359], [1371, 0.7359]]","[[2601, 1.0], [7601, 1.0], [6932, 0.9654], [8994, 0.936], [7138, 0.9046], [116, 0.8748], [7535, 0.8313], [9339, 0.74], [744, 0.7359], [1371, 0.7359]]"
8780,"['Frumpy Hair', 'Shadow Beard']",zombie,zombie 'frumpy hair' 'shadow beard',"[[8957, 0.8049], [7014, 0.8009], [1478, 0.7787], [1886, 0.7587], [6275, 0.7037], [7121, 0.6681], [4850, 0.6422], [6491, 0.6274], [2938, 0.6263], [3493, 0.6159]]","[[8957, 0.8049], [7014, 0.8009], [1478, 0.7787], [1886, 0.7587], [6275, 0.7037], [7121, 0.6681], [4850, 0.6422], [6491, 0.6274], [2938, 0.6263], [3493, 0.6159]]"
8781,"['Frown', 'Big Shades', 'Shadow Beard', 'Knitted Cap']",male,male 'frown' 'big shades' 'shadow beard' 'knitted cap',"[[7918, 0.9051], [7440, 0.8739], [5897, 0.8676], [6399, 0.802], [3017, 0.778], [4715, 0.7635], [6438, 0.7635], [8213, 0.7635], [2090, 0.7563], [6702, 0.7563]]","[[7918, 0.9051], [7440, 0.8739], [5897, 0.8676], [6399, 0.802], [3017, 0.778], [4715, 0.7635], [6438, 0.7635], [8213, 0.7635], [2090, 0.7563], [6702, 0.7563]]"
8782,"['Tassle Hat', 'Classic Shades']",female,female 'tassle hat' 'classic shades',"[[6768, 1.0], [4943, 0.8908], [3799, 0.8766], [9381, 0.8766], [66, 0.8128], [100, 0.8128], [732, 0.8128], [951, 0.8128], [4316, 0.8026], [120, 0.7772]]","[[6768, 1.0], [4943, 0.8908], [3799, 0.8766], [9381, 0.8766], [66, 0.8128], [100, 0.8128], [732, 0.8128], [951, 0.8128], [4316, 0.8026], [120, 0.7772]]"
8783,"['Cigarette', 'Peak Spike', 'Big Shades', 'Goat']",male,male 'cigarette' 'peak spike' 'big shades' 'goat',"[[7527, 0.8858], [426, 0.8166], [1282, 0.8166], [7816, 0.8166], [701, 0.8155], [2934, 0.8155], [6082, 0.8155], [6501, 0.8155], [5127, 0.7829], [5918, 0.7817]]","[[7527, 0.8858], [426, 0.8166], [1282, 0.8166], [7816, 0.8166], [701, 0.8155], [2934, 0.8155], [6082, 0.8155], [6501, 0.8155], [5127, 0.7829], [5918, 0.7817]]"
8784,"['Cap Forward', 'Chinstrap', 'Classic Shades', 'Earring']",male,male 'cap forward' 'chinstrap' 'classic shades' 'earring',"[[6090, 0.8657], [6412, 0.8657], [3652, 0.8514], [5661, 0.8514], [4063, 0.8246], [5561, 0.8246], [9306, 0.8246], [3194, 0.8199], [312, 0.8096], [8297, 0.8096]]","[[6090, 0.8657], [6412, 0.8657], [3652, 0.8514], [5661, 0.8514], [4063, 0.8246], [5561, 0.8246], [9306, 0.8246], [3194, 0.8199], [312, 0.8096], [8297, 0.8096]]"
8785,"['Beanie', 'Luxurious Beard', 'Earring']",male,male 'beanie' 'luxurious beard' 'earring',"[[7996, 1.0], [198, 0.9615], [5056, 0.8931], [6472, 0.8013], [8562, 0.8013], [3107, 0.7651], [7261, 0.7589], [4506, 0.7553], [344, 0.7527], [1903, 0.7527]]","[[7996, 1.0], [198, 0.9615], [5056, 0.8931], [6472, 0.8013], [8562, 0.8013], [3107, 0.7651], [7261, 0.7589], [4506, 0.7553], [344, 0.7527], [1903, 0.7527]]"
8786,"['Earring', 'Crazy Hair', 'Smile', 'Regular Shades']",male,male 'earring' 'crazy hair' 'smile' 'regular shades',"[[3752, 0.8367], [8622, 0.7945], [204, 0.7892], [5215, 0.7892], [6672, 0.7892], [6736, 0.7892], [495, 0.7885], [1049, 0.7885], [9996, 0.7589], [9813, 0.7421]]","[[3752, 0.8367], [8622, 0.7945], [204, 0.7892], [5215, 0.7892], [6672, 0.7892], [6736, 0.7892], [495, 0.7885], [1049, 0.7885], [9996, 0.7589], [9813, 0.7421]]"
8787,"['VR', 'Earring', 'Blonde Bob']",female,female 'vr' 'earring' 'blonde bob',"[[5124, 0.9586], [305, 0.8512], [8529, 0.8512], [7814, 0.8399], [96, 0.8041], [521, 0.8041], [530, 0.8041], [1355, 0.8041], [9470, 0.7737], [1253, 0.7373]]","[[5124, 0.9586], [305, 0.8512], [8529, 0.8512], [7814, 0.8399], [96, 0.8041], [521, 0.8041], [530, 0.8041], [1355, 0.8041], [9470, 0.7737], [1253, 0.7373]]"
